Iteration,Individual,0,1,2
88,8,18.1,8.8,0.0
88,9,16.8,16.6,0.0
88,10,0.8,3.4,0.0
88,11,2.0,8.4,0.0
88,12,10.7,13.8,0.0
88,13,11.2,16.5,0.0
88,14,15.4,16.1,0.0
88,15,5.6,15.8,0.0
88,16,9.0,18.2,0.0
88,17,5.8,2.6,0.0
88,18,13.9,9.1,0.0
88,19,9.8,1.1,0.0
88,20,3.0,11.8,0.0
89,1,8.3,14.4,0.0
89,2,6.0,2.9,0.0
89,3,3.7,6.9,0.0
89,4,7.3,9.0,0.0
89,5,4.1,17.6,0.0
89,6,9.1,9.1,0.0
89,7,2.8,4.0,0.0
89,8,18.1,8.8,0.0
89,9,16.8,16.6,0.0
89,10,0.8,3.4,0.0
89,11,2.0,8.4,0.0
89,12,10.7,13.8,0.0
89,13,11.2,16.5,0.0
89,14,14.8,16.5,0.0
89,15,5.6,15.8,0.0
89,16,9.0,18.2,0.0
89,17,5.8,2.6,0.0
89,18,13.9,9.1,0.0
89,19,9.8,1.1,0.0
89,20,3.0,11.8,0.0
90,1,8.3,14.4,0.0
90,2,6.0,2.9,0.0
90,3,3.7,6.9,0.0
90,4,7.3,9.0,0.0
90,5,4.1,17.6,0.0
90,6,8.3,8.9,0.0
90,7,2.8,4.0,0.0
90,8,18.1,8.8,0.0
90,9,16.8,16.6,0.0
90,10,0.8,3.4,0.0
90,11,2.0,8.4,0.0
90,12,10.7,13.8,0.0
90,13,11.2,16.5,0.0
90,14,14.8,16.5,0.0
90,15,5.6,15.8,0.0
90,16,9.0,18.2,0.0
90,17,5.8,2.6,0.0
90,18,13.9,9.1,0.0
90,19,9.8,1.1,0.0
90,20,3.0,11.8,0.0
91,1,8.3,14.4,0.0
91,2,6.0,2.9,0.0
91,3,3.7,6.9,0.0
91,4,7.3,9.0,0.0
91,5,4.1,17.6,0.0
91,6,8.3,8.9,0.0
91,7,2.8,4.0,0.0
91,8,18.1,8.8,0.0
91,9,16.8,16.6,0.0
91,10,0.8,3.4,0.0
91,11,2.0,8.4,0.0
91,12,10.7,13.8,0.0
91,13,11.2,16.5,0.0
91,14,14.8,16.5,0.0
91,15,5.6,15.8,0.0
91,16,9.0,18.2,0.0
91,17,5.8,2.6,0.0
91,18,13.9,9.1,0.0
91,19,9.8,1.1,0.0
91,20,3.0,11.8,0.0
92,1,8.3,14.4,0.0
92,2,6.0,2.9,0.0
92,3,3.7,6.9,0.0
92,4,7.3,9.0,0.0
92,5,4.1,17.6,0.0
92,6,8.3,8.9,0.0
92,7,2.8,4.0,0.0
92,8,18.1,8.8,0.0
92,9,16.8,16.6,0.0
92,10,0.8,3.4,0.0
92,11,2.0,8.4,0.0
92,12,10.7,13.8,0.0
92,13,11.2,16.5,0.0
92,14,14.8,16.5,0.0
92,15,5.6,15.8,0.0
92,16,9.0,18.2,0.0
92,17,5.8,2.6,0.0
92,18,13.9,9.1,0.0
92,19,9.8,1.1,0.0
92,20,3.0,11.8,0.0
93,1,8.3,14.4,0.0
93,2,6.0,2.9,0.0
93,3,3.7,6.9,0.0
93,4,7.3,9.0,0.0
93,5,4.1,17.6,0.0
93,6,8.3,8.9,0.0
93,7,2.8,4.0,0.0
93,8,18.1,8.8,0.0
93,9,16.8,16.6,0.0
93,10,0.8,3.4,0.0
93,11,2.0,8.4,0.0
93,12,10.7,13.8,0.0
93,13,11.2,16.5,0.0
93,14,14.8,16.5,0.0
93,15,5.6,15.8,0.0
93,16,9.0,18.2,0.0
93,17,5.8,2.6,0.0
93,18,13.9,9.1,0.0
93,19,9.8,1.1,0.0
93,20,3.0,11.8,0.0
94,1,8.3,14.4,0.0
94,2,6.0,2.9,0.0
94,3,3.7,6.9,0.0
94,4,7.3,9.0,0.0
94,5,4.1,17.6,0.0
94,6,8.3,8.9,0.0
94,7,2.8,4.0,0.0
94,8,18.1,8.8,0.0
94,9,16.8,16.6,0.0
94,10,0.8,3.4,0.0
94,11,2.0,8.4,0.0
94,12,10.7,13.8,0.0
94,13,11.2,16.5,0.0
94,14,14.8,16.5,0.0
94,15,5.6,15.8,0.0
94,16,9.0,18.2,0.0
94,17,5.8,2.6,0.0
94,18,13.9,9.1,0.0
94,19,9.8,1.1,0.0
94,20,3.0,11.8,0.0
95,1,8.3,14.4,0.0
95,2,6.0,2.9,0.0
95,3,3.7,6.9,0.0
95,4,7.3,9.0,0.0
95,5,4.1,17.6,0.0
95,6,8.3,8.9,0.0
95,7,2.8,4.0,0.0
95,8,18.1,8.8,0.0
95,9,16.8,16.6,0.0
95,10,0.8,3.4,0.0
95,11,2.0,8.4,0.0
95,12,10.8,10.8,0.0
95,13,11.2,16.5,0.0
95,14,14.8,16.5,0.0
95,15,5.6,15.8,0.0
95,16,9.0,18.2,0.0
95,17,5.8,2.6,0.0
95,18,13.9,9.1,0.0
95,19,9.8,1.1,0.0
95,20,3.0,11.8,0.0
96,1,8.3,14.4,0.0
96,2,6.0,2.9,0.0
96,3,3.7,6.9,0.0
96,4,7.3,9.0,0.0
96,5,4.1,17.6,0.0
96,6,8.3,8.9,0.0
96,7,2.8,4.0,0.0
96,8,18.1,8.8,0.0
96,9,16.8,16.6,0.0
96,10,0.8,3.4,0.0
96,11,2.0,8.4,0.0
96,12,10.8,10.8,0.0
96,13,11.2,16.5,0.0
96,14,14.8,16.5,0.0
96,15,5.6,15.8,0.0
96,16,9.0,18.2,0.0
96,17,5.8,2.6,0.0
96,18,13.9,9.1,0.0
96,19,9.8,1.1,0.0
96,20,3.0,11.8,0.0
97,1,8.3,14.4,0.0
97,2,6.0,2.9,0.0
97,3,3.7,6.9,0.0
97,4,7.3,9.0,0.0
97,5,4.1,17.6,0.0
97,6,8.3,8.9,0.0
97,7,2.8,4.0,0.0
97,8,18.1,8.8,0.0
97,9,16.8,16.6,0.0
97,10,0.8,3.4,0.0
97,11,2.0,8.4,0.0
97,12,10.8,10.8,0.0
97,13,11.2,16.5,0.0
97,14,14.8,16.5,0.0
97,15,5.6,15.8,0.0
97,16,9.0,18.2,0.0
97,17,5.8,2.6,0.0
97,18,13.9,9.1,0.0
97,19,9.8,1.1,0.0
97,20,3.0,11.8,0.0
98,1,8.3,14.4,0.0
98,2,6.0,2.9,0.0
98,3,3.7,6.9,0.0
98,4,7.3,9.0,0.0
98,5,4.1,17.6,0.0
98,6,8.3,8.9,0.0
98,7,2.8,4.0,0.0
98,8,18.1,8.8,0.0
98,9,16.8,16.6,0.0
98,10,0.8,3.4,0.0
98,11,2.0,8.4,0.0
98,12,10.8,10.8,0.0
98,13,11.2,16.5,0.0
98,14,14.8,16.5,0.0
98,15,5.6,15.8,0.0
98,16,9.0,18.2,0.0
98,17,5.8,2.6,0.0
98,18,13.9,9.1,0.0
98,19,9.8,1.1,0.0
98,20,3.0,11.8,0.0
99,1,8.3,14.4,0.0
99,2,6.0,2.9,0.0
99,3,3.7,6.9,0.0
99,4,7.3,9.0,0.0
99,5,4.1,17.6,0.0
99,6,8.3,8.9,0.0
99,7,2.8,4.0,0.0
99,8,18.1,8.8,0.0
99,9,16.8,16.6,0.0
99,10,0.8,3.4,0.0
99,11,2.0,8.4,0.0
99,12,12.0,9.6,0.0
99,13,11.2,16.5,0.0
99,14,14.8,16.5,0.0
99,15,5.6,15.8,0.0
99,16,9.0,18.2,0.0
99,17,5.8,2.6,0.0
99,18,13.9,9.1,0.0
99,19,9.8,1.1,0.0
99,20,3.0,11.8,0.0
100,1,8.3,14.4,0.0
100,2,6.0,2.9,0.0
100,3,3.7,6.9,0.0
100,4,7.3,9.0,0.0
100,5,4.1,17.6,0.0
100,6,8.3,8.9,0.0
100,7,2.8,4.0,0.0
100,8,18.1,8.8,0.0
100,9,16.8,16.6,0.0
100,10,0.8,3.4,0.0
100,11,2.0,8.4,0.0
100,12,12.0,9.6,0.0
100,13,9.6,16.4,0.0
100,14,14.8,16.5,0.0
100,15,5.6,15.8,0.0
100,16,9.0,18.2,0.0
100,17,5.8,2.6,0.0
100,18,13.9,9.1,0.0
100,19,9.8,1.1,0.0
100,20,3.0,11.8,0.0
101,1,8.3,14.4,0.0
101,2,6.0,2.9,0.0
101,3,3.7,6.9,0.0
101,4,7.3,9.0,0.0
101,5,4.1,17.6,0.0
101,6,8.3,8.9,0.0
101,7,2.8,4.0,0.0
101,8,18.1,8.8,0.0
101,9,16.8,16.6,0.0
101,10,0.8,3.4,0.0
101,11,2.0,8.4,0.0
101,12,12.0,9.6,0.0
101,13,9.6,16.4,0.0
101,14,14.8,16.5,0.0
101,15,5.6,15.8,0.0
101,16,9.0,18.2,0.0
101,17,5.8,2.6,0.0
101,18,13.9,9.1,0.0
101,19,9.8,1.1,0.0
101,20,3.0,11.8,0.0
102,1,8.3,14.4,0.0
102,2,6.0,2.9,0.0
102,3,3.7,6.9,0.0
102,4,7.3,9.0,0.0
102,5,4.1,17.6,0.0
102,6,8.3,8.9,0.0
102,7,2.8,4.0,0.0
102,8,18.1,8.8,0.0
102,9,16.8,16.6,0.0
102,10,0.8,3.4,0.0
102,11,2.0,8.4,0.0
102,12,11.0,9.0,0.0
102,13,9.6,16.4,0.0
102,14,14.8,16.5,0.0
102,15,5.6,15.8,0.0
102,16,9.0,18.2,0.0
102,17,5.8,2.6,0.0
102,18,13.9,9.1,0.0
102,19,9.8,1.1,0.0
102,20,3.0,11.8,0.0
103,1,8.3,14.4,0.0
103,2,6.0,2.9,0.0
103,3,3.7,6.9,0.0
103,4,7.3,9.0,0.0
103,5,4.1,17.6,0.0
103,6,8.3,8.9,0.0
103,7,2.8,4.0,0.0
103,8,18.1,8.8,0.0
103,9,16.8,16.6,0.0
103,10,0.8,3.4,0.0
103,11,2.0,8.4,0.0
103,12,11.0,9.0,0.0
103,13,9.6,16.4,0.0
103,14,13.6,16.4,0.0
103,15,5.6,15.8,0.0
103,16,9.0,18.2,0.0
103,17,5.8,2.6,0.0
103,18,13.9,9.1,0.0
103,19,9.8,1.1,0.0
103,20,3.0,11.8,0.0
104,1,8.3,14.4,0.0
104,2,6.0,2.9,0.0
104,3,3.7,6.9,0.0
104,4,7.3,9.0,0.0
104,5,4.1,17.6,0.0
104,6,8.3,8.9,0.0
104,7,2.8,4.0,0.0
104,8,18.1,8.8,0.0
104,9,16.8,16.6,0.0
104,10,0.8,3.4,0.0
104,11,2.0,8.4,0.0
104,12,10.7,9.0,0.0
104,13,9.6,16.4,0.0
104,14,13.6,16.4,0.0
104,15,5.6,15.8,0.0
104,16,9.0,18.2,0.0
104,17,5.8,2.6,0.0
104,18,13.9,9.1,0.0
104,19,9.8,1.1,0.0
104,20,3.0,11.8,0.0
105,1,8.3,14.4,0.0
105,2,6.0,2.9,0.0
105,3,3.7,6.9,0.0
105,4,7.3,9.0,0.0
105,5,4.1,17.6,0.0
105,6,8.3,8.9,0.0
105,7,2.8,4.0,0.0
105,8,18.1,8.8,0.0
105,9,16.8,16.6,0.0
105,10,0.8,3.4,0.0
105,11,2.0,8.4,0.0
105,12,10.7,9.0,0.0
105,13,9.6,16.4,0.0
105,14,13.6,16.4,0.0
105,15,5.6,15.8,0.0
105,16,9.0,18.2,0.0
105,17,5.8,2.6,0.0
105,18,13.9,9.1,0.0
105,19,9.8,1.1,0.0
105,20,3.0,11.8,0.0
106,1,8.3,14.4,0.0
106,2,6.0,2.9,0.0
106,3,3.7,6.9,0.0
106,4,7.3,9.0,0.0
106,5,4.1,17.6,0.0
106,6,8.3,8.9,0.0
106,7,2.8,4.0,0.0
106,8,18.1,8.8,0.0
106,9,16.8,16.6,0.0
106,10,0.8,3.4,0.0
106,11,2.0,8.4,0.0
106,12,10.7,9.0,0.0
106,13,9.6,16.4,0.0
106,14,13.6,16.4,0.0
106,15,5.6,15.8,0.0
106,16,9.0,18.2,0.0
106,17,5.8,2.6,0.0
106,18,13.9,9.1,0.0
106,19,9.8,1.1,0.0
106,20,3.0,11.8,0.0
107,1,8.3,14.4,0.0
107,2,6.0,2.9,0.0
107,3,3.7,6.9,0.0
107,4,7.3,9.0,0.0
107,5,4.1,17.6,0.0
107,6,8.3,8.9,0.0
107,7,2.8,4.0,0.0
107,8,18.1,8.8,0.0
107,9,16.8,16.6,0.0
107,10,0.8,3.4,0.0
107,11,2.0,8.4,0.0
107,12,10.7,9.0,0.0
107,13,9.6,16.4,0.0
107,14,13.6,16.4,0.0
107,15,5.6,15.8,0.0
107,16,9.0,18.2,0.0
107,17,5.8,2.6,0.0
107,18,13.9,9.1,0.0
107,19,9.8,1.1,0.0
107,20,3.0,11.8,0.0
108,1,8.3,14.4,0.0
108,2,6.0,2.9,0.0
108,3,3.7,6.9,0.0
108,4,5.0,8.9,0.0
108,5,4.1,17.6,0.0
108,6,8.3,8.9,0.0
108,7,2.8,4.0,0.0
108,8,18.1,8.8,0.0
108,9,16.8,16.6,0.0
108,10,0.8,3.4,0.0
108,11,2.0,8.4,0.0
108,12,10.7,9.0,0.0
108,13,9.6,16.4,0.0
108,14,12.8,16.3,0.0
108,15,5.6,15.8,0.0
108,16,9.0,18.2,0.0
108,17,5.8,2.6,0.0
108,18,13.9,9.1,0.0
108,19,9.8,1.1,0.0
108,20,3.0,11.8,0.0
109,1,8.3,14.4,0.0
109,2,6.0,2.9,0.0
109,3,3.7,6.9,0.0
109,4,5.0,8.9,0.0
109,5,4.1,17.6,0.0
109,6,8.3,8.9,0.0
109,7,2.8,4.0,0.0
109,8,18.1,8.8,0.0
109,9,16.8,16.6,0.0
109,10,0.8,3.4,0.0
109,11,2.0,8.4,0.0
109,12,10.7,9.0,0.0
109,13,9.6,16.4,0.0
109,14,12.8,16.3,0.0
109,15,5.6,15.8,0.0
109,16,9.0,18.2,0.0
109,17,5.8,2.6,0.0
109,18,13.9,9.1,0.0
109,19,9.8,1.1,0.0
109,20,3.0,11.8,0.0
110,1,8.3,14.4,0.0
110,2,6.0,2.9,0.0
110,3,3.7,6.9,0.0
110,4,5.0,8.9,0.0
110,5,4.1,17.6,0.0
110,6,8.3,8.9,0.0
110,7,2.8,4.0,0.0
110,8,18.1,8.8,0.0
110,9,16.8,16.6,0.0
110,10,0.8,3.4,0.0
110,11,2.0,8.4,0.0
110,12,10.7,9.0,0.0
110,13,9.6,16.4,0.0
110,14,12.8,16.3,0.0
110,15,5.6,15.8,0.0
110,16,9.0,18.2,0.0
110,17,5.8,2.6,0.0
110,18,13.9,9.1,0.0
110,19,9.8,1.1,0.0
110,20,3.0,11.8,0.0
111,1,8.3,14.4,0.0
111,2,6.0,2.9,0.0
111,3,3.7,6.9,0.0
111,4,5.0,8.9,0.0
111,5,4.1,17.6,0.0
111,6,8.3,8.9,0.0
111,7,2.8,4.0,0.0
111,8,18.1,8.8,0.0
111,9,16.8,16.6,0.0
111,10,0.8,3.4,0.0
111,11,2.0,8.4,0.0
111,12,10.7,9.0,0.0
111,13,9.6,16.4,0.0
111,14,13.8,16.5,0.0
111,15,5.6,15.8,0.0
111,16,9.0,18.2,0.0
111,17,5.8,2.6,0.0
111,18,13.9,9.1,0.0
111,19,9.8,1.1,0.0
111,20,3.0,11.8,0.0
112,1,8.3,14.4,0.0
112,2,6.0,2.9,0.0
112,3,3.7,6.9,0.0
112,4,5.0,8.9,0.0
112,5,4.1,17.6,0.0
112,6,8.3,8.9,0.0
112,7,2.8,4.0,0.0
112,8,18.1,8.8,0.0
112,9,16.8,16.6,0.0
112,10,0.8,3.4,0.0
112,11,2.0,8.4,0.0
112,12,10.7,9.0,0.0
112,13,11.0,16.6,0.0
112,14,13.8,16.5,0.0
112,15,5.6,15.8,0.0
112,16,9.0,18.2,0.0
112,17,5.8,2.6,0.0
112,18,13.9,9.1,0.0
112,19,9.8,1.1,0.0
112,20,3.0,11.8,0.0
113,1,8.3,14.4,0.0
113,2,6.0,2.9,0.0
113,3,3.7,6.9,0.0
113,4,5.0,8.9,0.0
113,5,4.1,17.6,0.0
113,6,8.3,8.9,0.0
113,7,2.8,4.0,0.0
113,8,18.1,8.8,0.0
113,9,16.8,16.6,0.0
113,10,0.8,3.4,0.0
113,11,2.0,8.4,0.0
113,12,10.7,9.0,0.0
113,13,11.0,16.6,0.0
113,14,13.8,16.5,0.0
113,15,5.6,15.8,0.0
113,16,9.0,18.2,0.0
113,17,5.8,2.6,0.0
113,18,13.9,9.1,0.0
113,19,9.8,1.1,0.0
113,20,3.0,11.8,0.0
114,1,8.3,14.4,0.0
114,2,6.0,2.9,0.0
114,3,3.7,6.9,0.0
114,4,5.0,8.9,0.0
114,5,4.1,17.6,0.0
114,6,8.3,8.9,0.0
114,7,2.8,4.0,0.0
114,8,18.1,8.8,0.0
114,9,16.8,16.6,0.0
114,10,0.8,3.4,0.0
114,11,2.0,8.4,0.0
114,12,10.7,9.0,0.0
114,13,11.0,16.6,0.0
114,14,13.8,16.5,0.0
114,15,5.6,15.8,0.0
114,16,9.0,18.2,0.0
114,17,5.8,2.6,0.0
114,18,13.9,9.1,0.0
114,19,9.8,1.1,0.0
114,20,3.0,11.8,0.0
115,1,8.3,14.4,0.0
115,2,6.0,2.9,0.0
115,3,3.7,6.9,0.0
115,4,5.0,8.9,0.0
115,5,4.1,17.6,0.0
115,6,8.3,8.9,0.0
115,7,2.8,4.0,0.0
115,8,18.1,8.8,0.0
115,9,16.8,16.6,0.0
115,10,0.8,3.4,0.0
115,11,2.0,8.4,0.0
115,12,10.7,9.0,0.0
115,13,11.0,16.6,0.0
115,14,13.8,16.5,0.0
115,15,5.6,15.8,0.0
115,16,9.0,18.2,0.0
115,17,5.8,2.6,0.0
115,18,13.9,9.1,0.0
115,19,9.8,1.1,0.0
115,20,3.0,11.8,0.0
116,1,8.3,14.4,0.0
116,2,6.0,2.9,0.0
116,3,3.7,6.9,0.0
116,4,5.0,8.9,0.0
116,5,4.1,17.6,0.0
116,6,8.3,8.9,0.0
116,7,2.8,4.0,0.0
116,8,18.1,8.8,0.0
116,9,16.8,16.6,0.0
116,10,0.8,3.4,0.0
116,11,2.0,8.4,0.0
116,12,10.7,9.0,0.0
116,13,11.0,16.6,0.0
116,14,13.8,16.5,0.0
116,15,5.6,15.8,0.0
116,16,9.0,18.2,0.0
116,17,5.8,2.6,0.0
116,18,13.9,9.1,0.0
116,19,9.8,1.1,0.0
116,20,3.0,11.8,0.0
117,1,8.3,14.4,0.0
117,2,6.0,2.9,0.0
117,3,3.7,6.9,0.0
117,4,5.0,8.9,0.0
117,5,4.1,17.6,0.0
117,6,8.3,8.9,0.0
117,7,2.8,4.0,0.0
117,8,18.1,8.8,0.0
117,9,16.8,16.6,0.0
117,10,0.8,3.4,0.0
117,11,2.0,8.4,0.0
117,12,10.7,9.0,0.0
117,13,10.1,16.6,0.0
117,14,13.8,16.5,0.0
117,15,5.6,15.8,0.0
117,16,9.0,18.2,0.0
117,17,5.8,2.6,0.0
117,18,13.9,9.1,0.0
117,19,9.8,1.1,0.0
117,20,3.0,11.8,0.0
118,1,8.3,14.4,0.0
118,2,6.0,2.9,0.0
118,3,3.7,6.9,0.0
118,4,5.0,8.9,0.0
118,5,4.1,17.6,0.0
118,6,8.3,8.9,0.0
118,7,2.8,4.0,0.0
118,8,18.1,8.8,0.0
118,9,16.8,16.6,0.0
118,10,0.8,3.4,0.0
118,11,2.0,8.4,0.0
118,12,10.7,9.0,0.0
118,13,10.1,16.6,0.0
118,14,13.8,16.5,0.0
118,15,5.6,15.8,0.0
118,16,9.0,18.2,0.0
118,17,5.8,2.6,0.0
118,18,13.9,9.1,0.0
118,19,9.8,1.1,0.0
118,20,3.0,11.8,0.0
119,1,8.3,14.4,0.0
119,2,6.0,2.9,0.0
119,3,3.7,6.9,0.0
119,4,5.0,8.9,0.0
119,5,4.1,17.6,0.0
119,6,8.3,8.9,0.0
119,7,2.8,4.0,0.0
119,8,18.1,8.8,0.0
119,9,16.8,16.6,0.0
119,10,0.8,3.4,0.0
119,11,2.0,8.4,0.0
119,12,10.7,9.0,0.0
119,13,10.1,16.6,0.0
119,14,13.8,16.5,0.0
119,15,5.6,15.8,0.0
119,16,9.0,18.2,0.0
119,17,5.8,2.6,0.0
119,18,13.9,9.1,0.0
119,19,9.8,1.1,0.0
119,20,3.0,11.8,0.0
120,1,8.3,14.4,0.0
120,2,6.0,2.9,0.0
120,3,3.7,6.9,0.0
120,4,5.0,8.9,0.0
120,5,4.1,17.6,0.0
120,6,8.3,8.9,0.0
120,7,2.8,4.0,0.0
120,8,18.1,8.8,0.0
120,9,16.8,16.6,0.0
120,10,0.8,3.4,0.0
120,11,2.0,8.4,0.0
120,12,10.7,9.0,0.0
120,13,10.1,16.6,0.0
120,14,13.8,16.5,0.0
120,15,5.6,15.8,0.0
120,16,9.0,18.2,0.0
120,17,5.8,2.6,0.0
120,18,13.9,9.1,0.0
120,19,9.8,1.1,0.0
120,20,3.0,11.8,0.0
121,1,8.3,14.4,0.0
121,2,6.0,2.9,0.0
121,3,3.7,6.9,0.0
121,4,5.0,8.9,0.0
121,5,4.1,17.6,0.0
121,6,8.3,8.9,0.0
121,7,2.8,4.0,0.0
121,8,18.1,8.8,0.0
121,9,16.8,16.6,0.0
121,10,0.8,3.4,0.0
121,11,2.0,8.4,0.0
121,12,10.7,9.0,0.0
121,13,10.0,16.5,0.0
121,14,13.8,16.5,0.0
121,15,5.6,15.8,0.0
121,16,9.0,18.2,0.0
121,17,5.8,2.6,0.0
121,18,13.9,9.1,0.0
121,19,9.8,1.1,0.0
121,20,3.0,11.8,0.0
122,1,8.3,14.4,0.0
122,2,6.0,2.9,0.0
122,3,3.7,6.9,0.0
122,4,4.6,9.1,0.0
122,5,4.1,17.6,0.0
122,6,8.3,8.9,0.0
122,7,2.8,4.0,0.0
122,8,18.1,8.8,0.0
122,9,16.8,16.6,0.0
122,10,0.8,3.4,0.0
122,11,2.0,8.4,0.0
122,12,10.7,9.0,0.0
122,13,9.7,16.5,0.0
122,14,13.8,16.5,0.0
122,15,5.6,15.8,0.0
122,16,9.0,18.2,0.0
122,17,5.8,2.6,0.0
122,18,13.9,9.1,0.0
122,19,9.8,1.1,0.0
122,20,3.0,11.8,0.0
123,1,8.3,14.4,0.0
123,2,6.0,2.9,0.0
123,3,3.7,6.9,0.0
123,4,4.6,9.1,0.0
123,5,4.1,17.6,0.0
123,6,8.3,8.9,0.0
123,7,2.8,4.0,0.0
123,8,18.1,8.8,0.0
123,9,16.8,16.6,0.0
123,10,0.8,3.4,0.0
123,11,2.0,8.4,0.0
123,12,10.7,9.0,0.0
123,13,9.7,16.5,0.0
123,14,13.8,16.5,0.0
123,15,5.6,15.8,0.0
123,16,9.0,18.2,0.0
123,17,5.8,2.6,0.0
123,18,13.9,9.1,0.0
123,19,9.8,1.1,0.0
123,20,3.0,11.8,0.0
124,1,8.3,14.4,0.0
124,2,6.0,2.9,0.0
124,3,3.7,6.9,0.0
124,4,4.6,9.1,0.0
124,5,4.1,17.6,0.0
124,6,8.3,8.9,0.0
124,7,2.8,4.0,0.0
124,8,18.1,8.8,0.0
124,9,16.8,16.6,0.0
124,10,0.8,3.4,0.0
124,11,2.0,8.4,0.0
124,12,10.7,9.0,0.0
124,13,9.7,16.5,0.0
124,14,13.8,16.5,0.0
124,15,5.6,15.8,0.0
124,16,9.0,18.2,0.0
124,17,5.8,2.6,0.0
124,18,13.9,9.1,0.0
124,19,9.8,1.1,0.0
124,20,3.0,11.8,0.0
125,1,8.3,14.4,0.0
125,2,6.0,2.9,0.0
125,3,3.7,6.9,0.0
125,4,4.6,9.1,0.0
125,5,4.1,17.6,0.0
125,6,8.3,8.9,0.0
125,7,2.8,4.0,0.0
125,8,18.1,8.8,0.0
125,9,16.8,16.6,0.0
125,10,0.8,3.4,0.0
125,11,2.0,8.4,0.0
125,12,10.7,9.0,0.0
125,13,9.7,16.5,0.0
125,14,13.8,16.5,0.0
125,15,5.6,15.8,0.0
125,16,9.0,18.2,0.0
125,17,5.8,2.6,0.0
125,18,13.9,9.1,0.0
125,19,9.8,1.1,0.0
125,20,3.0,11.8,0.0
126,1,8.3,14.4,0.0
126,2,6.0,2.9,0.0
126,3,3.7,6.9,0.0
126,4,4.6,9.1,0.0
126,5,4.1,17.6,0.0
126,6,6.8,9.1,0.0
126,7,2.8,4.0,0.0
126,8,18.1,8.8,0.0
126,9,16.8,16.6,0.0
126,10,0.8,3.4,0.0
126,11,2.0,8.4,0.0
126,12,10.7,9.0,0.0
126,13,9.7,16.5,0.0
126,14,13.8,16.5,0.0
126,15,5.6,15.8,0.0
126,16,9.0,18.2,0.0
126,17,5.8,2.6,0.0
126,18,13.9,9.1,0.0
126,19,9.8,1.1,0.0
126,20,3.0,11.8,0.0
127,1,8.3,14.4,0.0
127,2,6.0,2.9,0.0
127,3,3.7,6.9,0.0
127,4,4.6,9.1,0.0
127,5,4.1,17.6,0.0
127,6,6.8,9.1,0.0
127,7,2.8,4.0,0.0
127,8,18.1,8.8,0.0
127,9,16.8,16.6,0.0
127,10,0.8,3.4,0.0
127,11,2.0,8.4,0.0
127,12,10.7,9.0,0.0
127,13,9.7,16.5,0.0
127,14,13.8,16.5,0.0
127,15,5.6,15.8,0.0
127,16,9.0,18.2,0.0
127,17,5.8,2.6,0.0
127,18,13.9,9.1,0.0
127,19,9.8,1.1,0.0
127,20,3.0,11.8,0.0
128,1,8.3,14.4,0.0
128,2,6.0,2.9,0.0
128,3,3.7,6.9,0.0
128,4,4.6,9.1,0.0
128,5,4.1,17.6,0.0
128,6,6.8,9.1,0.0
128,7,2.8,4.0,0.0
128,8,18.1,8.8,0.0
128,9,16.8,16.6,0.0
128,10,0.8,3.4,0.0
128,11,2.0,8.4,0.0
128,12,10.7,9.0,0.0
128,13,9.7,16.5,0.0
128,14,13.8,16.5,0.0
128,15,5.6,15.8,0.0
128,16,9.0,18.2,0.0
128,17,5.8,2.6,0.0
128,18,13.9,9.1,0.0
128,19,9.8,1.1,0.0
128,20,3.0,11.8,0.0
129,1,8.3,14.4,0.0
129,2,6.0,2.9,0.0
129,3,3.7,6.9,0.0
129,4,4.6,9.1,0.0
129,5,4.1,17.6,0.0
129,6,6.8,9.1,0.0
129,7,2.8,4.0,0.0
129,8,18.1,8.8,0.0
129,9,16.8,16.6,0.0
129,10,0.8,3.4,0.0
129,11,2.0,8.4,0.0
129,12,10.7,9.0,0.0
129,13,9.7,16.5,0.0
129,14,13.8,16.5,0.0
129,15,5.6,15.8,0.0
129,16,9.0,18.2,0.0
129,17,5.8,2.6,0.0
129,18,13.9,9.1,0.0
129,19,9.8,1.1,0.0
129,20,3.0,11.8,0.0
130,1,8.3,14.4,0.0
130,2,6.0,2.9,0.0
130,3,3.7,6.9,0.0
130,4,4.6,9.1,0.0
130,5,4.1,17.6,0.0
130,6,5.8,9.1,0.0
130,7,2.8,4.0,0.0
130,8,18.1,8.8,0.0
130,9,16.8,16.6,0.0
130,10,0.8,3.4,0.0
130,11,2.0,8.4,0.0
130,12,10.7,9.0,0.0
130,13,9.7,16.5,0.0
130,14,13.8,16.5,0.0
130,15,5.6,15.8,0.0
130,16,9.0,18.2,0.0
130,17,5.8,2.6,0.0
130,18,13.9,9.1,0.0
130,19,9.8,1.1,0.0
130,20,3.0,11.8,0.0
131,1,8.3,14.4,0.0
131,2,6.0,2.9,0.0
131,3,3.7,6.9,0.0
131,4,4.6,9.1,0.0
131,5,4.1,17.6,0.0
131,6,5.8,9.1,0.0
131,7,2.8,4.0,0.0
131,8,18.1,8.8,0.0
131,9,16.8,16.6,0.0
131,10,0.8,3.4,0.0
131,11,2.0,8.4,0.0
131,12,10.7,9.0,0.0
131,13,9.7,16.5,0.0
131,14,13.8,16.5,0.0
131,15,5.6,15.8,0.0
131,16,9.0,18.2,0.0
131,17,5.8,2.6,0.0
131,18,13.9,9.1,0.0
131,19,9.8,1.1,0.0
131,20,3.0,11.8,0.0
132,1,8.3,14.4,0.0
